identifier,city,state,country,openDate,distance,latitude,longitude,parentGeoNodeID,active,languageID,hasGasDepartment,hasTiresDepartment,hasFoodDepartment,hasHearingDepartment,hasPharmacyDepartment,hasOpticalDepartment,hasBusinessDepartment,hasPhotoCenterDepartment,gasPrices,locationName,isShipToWarehouse,isWarehousePickup,enableShipToHome,isBusinessWarehouse
503,QUEBEC,QC,CA,10/27/1988,111.5788627,46.84,-71.269,10090,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.869,Quebec,TRUE,TRUE,FALSE,FALSE
505,LAVAL,QC,CA,11/1/1989,235.5088019,45.573,-73.757,10090,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.909,Laval,TRUE,TRUE,FALSE,FALSE
506,ANJOU,QC,CA,11/18/1989,229.1121655,45.609,-73.585,10090,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.869,Anjou,TRUE,TRUE,FALSE,FALSE
508,LONDON,ON,CA,11/7/1990,1629.923397,42.919,-81.211,10044,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,Westminster ON,TRUE,TRUE,FALSE,FALSE
510,EAST GWILLIMBURY,ON,CA,11/20/2002,502.4865979,44.071,-79.489,10044,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.869,Newmarket,TRUE,TRUE,FALSE,FALSE
511,GLOUCESTER,ON,CA,7/10/1991,299.224493,45.415,-75.602,10044,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,Gloucester,TRUE,TRUE,FALSE,FALSE
512,KITCHENER,ON,CA,9/11/1991,1647.380946,43.406,-80.392,10044,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Kitchener,TRUE,TRUE,FALSE,FALSE
514,SHERBROOKE,QC,CA,12/1/1993,215.162215,45.393,-71.952,10090,1,-1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Sherbrooke,TRUE,TRUE,FALSE,FALSE
515,MONTREAL,QC,CA,9/30/1992,235.7399445,45.486,-73.553,10090,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0.869,Montreal,TRUE,TRUE,FALSE,FALSE
516,QUEBEC,QC,CA,10/21/1992,115.8922219,46.781,-71.328,10090,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.909,Sainte-Foy,TRUE,TRUE,FALSE,FALSE
518,TROIS-RIV OUEST,QC,CA,11/4/1992,162.2907592,46.331,-72.571,10090,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.909,Trois Rivieres,TRUE,TRUE,FALSE,FALSE
519,HALIFAX,NS,CA,11/18/1992,437.6705673,44.657,-63.676,10040,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,Halifax,TRUE,TRUE,FALSE,FALSE
521,BROSSARD,QC,CA,9/27/1995,237.1802059,45.434,-73.478,10090,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.869,Brossard,TRUE,TRUE,FALSE,FALSE
523,ST CATHARINES,ON,CA,9/14/1994,323.9832237,43.178,-79.249,10044,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,St Catharines,TRUE,TRUE,FALSE,FALSE
524,ETOBICOKE,ON,CA,8/23/1995,523.5457542,43.623,-79.507,10044,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7.779,Etobicoke,TRUE,TRUE,FALSE,FALSE
525,TERREBONNE,QC,CA,11/19/2003,220.5013334,45.722,-73.508,10090,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.869,Terrebonne,TRUE,TRUE,FALSE,FALSE
526,MISSISSAUGA,ON,CA,10/20/1993,329.0463063,43.612,-79.691,10044,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.909,N Mississauga,TRUE,TRUE,FALSE,FALSE
527,MONTREAL,QC,CA,12/2/1994,235.3167368,45.536,-73.661,10090,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,Marche Central,TRUE,TRUE,FALSE,FALSE
528,POINTE-CLAIRE,QC,CA,9/13/1994,243.1426723,45.47,-73.819,10090,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,Pointe Claire,TRUE,TRUE,FALSE,FALSE
529,SAINT-JEROME,QC,CA,10/23/1997,231.4633338,45.765,-74.019,10090,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0.869,St Jerome,TRUE,TRUE,FALSE,FALSE
530,LONDON,ON,CA,2/19/2004,1623.873416,42.987,-81.294,10044,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.909,N London,TRUE,TRUE,FALSE,FALSE
531,MISSISSAUGA,ON,CA,9/15/1988,331.6777769,43.521,-79.688,10044,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,S Mississauga,TRUE,TRUE,FALSE,FALSE
532,BOUCHERVILLE,QC,CA,6/17/2005,226.8248724,45.577,-73.406,10090,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.909,Boucherville,TRUE,TRUE,FALSE,FALSE
533,KINGSTON,ON,CA,11/18/1997,389.8406575,44.261,-76.56,10044,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,Kingston,TRUE,TRUE,FALSE,FALSE
534,WINDSOR,ON,CA,11/29/1995,1579.868442,42.261,-82.968,10044,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.869,Windsor,TRUE,TRUE,FALSE,FALSE
535,NORTH YORK,ON,CA,3/8/2001,516.609523,43.731,-79.455,10044,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Downsview,TRUE,TRUE,FALSE,FALSE
536,CHICOUTIMI,QC,CA,11/28/1995,4.700580221,48.383,-71.084,10090,1,-1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,Chicoutimi,TRUE,TRUE,FALSE,FALSE
537,SCARBOROUGH,ON,CA,12/6/1995,509.4715424,43.759,-79.297,10044,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7.779,Scarborough,TRUE,TRUE,FALSE,FALSE
540,NEPEAN,ON,CA,3/26/1996,307.3078546,45.335,-75.724,10044,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.869,Nepean,TRUE,TRUE,FALSE,FALSE
541,KANATA,ON,CA,11/16/2005,315.3138046,45.302,-75.912,10044,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Kanata,TRUE,TRUE,FALSE,FALSE
542,GATINEAU,QC,CA,10/14/1993,299.6298042,45.475,-75.701,10090,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,Gatineau,TRUE,TRUE,FALSE,FALSE
543,CALGARY,AB,CA,3/30/2006,1026.31293,51.157,-114.162,10003,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.909,NW Calgary,TRUE,TRUE,FALSE,FALSE
544,SHERWOOD PARK,AB,CA,3/29/2006,871.3267641,53.547,-113.318,10003,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.869,Sherwood Park,TRUE,TRUE,FALSE,FALSE
545,MARKHAM,ON,CA,3/30/2007,503.5460923,43.851,-79.252,10044,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,E Markham,TRUE,TRUE,FALSE,FALSE
546,BOISBRIAND,QC,CA,11/21/2006,234.4565402,45.632,-73.85,10090,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,Boisbriand,TRUE,TRUE,FALSE,FALSE
547,WOODBRIDGE,ON,CA,11/19/1998,517.3184605,43.786,-79.542,10044,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.869,Vaughan,TRUE,TRUE,FALSE,FALSE
548,BURNABY,BC,CA,12/1/1990,1361.116828,49.261,-123,10011,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Willingdon,TRUE,TRUE,FALSE,FALSE
549,WINNIPEG,MB,CA,11/29/2007,878.548301,49.82,-97.208,10032,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.909,S Winnipeg,TRUE,TRUE,FALSE,FALSE
551,DARTMOUTH,NS,CA,5/13/2009,439.8179435,44.705,-63.565,10040,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Dartmouth,TRUE,TRUE,FALSE,FALSE
552,VANCOUVER,BC,CA,11/10/2006,1363.228369,49.278,-123.11,10011,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,Vancouver BC,TRUE,TRUE,FALSE,FALSE
556,CANDIAC,QC,CA,11/27/2007,241.9106855,45.371,-73.517,10090,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.869,Candiac,TRUE,TRUE,FALSE,FALSE
563,LAS VEGAS,NV,US,2/19/2009,386.9624909,36.172,-115.163,10629,1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2.659,Las Vegas Business Center,TRUE,FALSE,FALSE,TRUE
564,HAWTHORNE,CA,US,3/20/2009,80.69624086,33.919,-118.343,10175,1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3.079,Hawthorne Business Center,TRUE,FALSE,FALSE,TRUE
569,COMMERCE,CA,US,7/23/2009,75.64148689,33.995,-118.143,10175,1,-1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3.099,Commerce Business Center,TRUE,FALSE,FALSE,TRUE
578,SAN DIEGO,CA,US,9/15/2010,27.08845245,32.816,-117.154,10175,1,-1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,San Diego Business Center,TRUE,FALSE,FALSE,TRUE
579,MORROW,GA,US,9/4/2012,345.4199064,33.572,-84.333,10332,1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2.119,Morrow Business Center,TRUE,FALSE,FALSE,TRUE
580,CHICAGO,IL,US,4/13/2015,296.0235654,41.76,-87.742,10376,1,-1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.469,Bedford Park Business Center,TRUE,FALSE,FALSE,TRUE
591,PETERBOROUGH,ON,CA,10/2/2008,450.6476222,44.271,-78.343,10044,1,-1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,0.869,Peterborough,TRUE,TRUE,FALSE,FALSE
592,RICHMOND HILL,ON,CA,11/28/2007,506.4195997,43.902,-79.392,10044,1,-1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,Richmond Hill,TRUE,TRUE,FALSE,FALSE
593,MEDICINE HAT,AB,CA,11/30/2007,1016.276778,50.07,-110.741,10003,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1.009,Medicine Hat,TRUE,TRUE,FALSE,FALSE
595,SCARBOROUGH,ON,CA,3/31/2017,510.2143988,43.732,-79.283,10044,1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Scarborough Business Center,TRUE,FALSE,FALSE,TRUE
601,"WEST THURROCK, ESSEX",England,UK,11/30/1993,106.9843404,51.483,0.281,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Thurrock,TRUE,TRUE,FALSE,FALSE
602,"WATFORD, HERTS",England,UK,6/9/1994,79.63368291,51.666,-0.362,11019,1,-1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,Watford,TRUE,TRUE,FALSE,FALSE
603,"SPRINGBURN, GLASGOW",Scotland,UK,6/6/1995,252.1802163,55.875,-4.232,11043,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Glasgow,TRUE,TRUE,FALSE,FALSE
604,LIVERPOOL,England,UK,8/31/1995,84.96481584,53.414,-2.999,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Liverpool,TRUE,TRUE,FALSE,FALSE
605,MANCHESTER,England,UK,12/1/1995,70.42069842,53.47,-2.349,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Manchester UK,TRUE,TRUE,FALSE,FALSE
606,"HUNSLET, LEEDS",England,UK,8/7/1997,82.15340635,53.788,-1.535,11019,1,-1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Leeds,TRUE,TRUE,FALSE,FALSE
607,"LOANHEAD, EDINBURGH",Scotland,UK,9/18/1997,236.6365191,55.879,-3.168,11043,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Edinburgh,TRUE,TRUE,FALSE,FALSE
608,HAYDOCK MERSEYSIDE,England,UK,3/9/2000,78.29058715,53.476,-2.662,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,Haydock,TRUE,TRUE,FALSE,FALSE
609,GATESHEAD,England,UK,8/26/2000,163.2279384,54.96,-1.665,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,Gateshead,TRUE,TRUE,FALSE,FALSE
610,"WESTHILL, ABERDEENSHIRE",Scotland,UK,7/15/2000,315.7527748,57.148,-2.28,11043,1,-1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Aberdeen,TRUE,TRUE,FALSE,FALSE
611,DERBY,England,UK,10/28/2000,22.06093031,52.918,-1.441,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Derby,TRUE,TRUE,FALSE,FALSE
612,OLDHAM,England,UK,5/2/2002,70.28639693,53.528,-2.159,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Oldham,TRUE,TRUE,FALSE,FALSE
613,CHINGFORD,England,UK,5/1/2002,91.4531271,51.609,-0.034,11019,1,-1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Chingford,TRUE,TRUE,FALSE,FALSE
614,"READING, BERKS",England,UK,5/1/2002,83.90867481,51.421,-0.981,11019,1,-1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,Reading,TRUE,TRUE,FALSE,FALSE
615,BIRMINGHAM,England,UK,10/5/2002,17.5757028,52.502,-1.854,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Birmingham,TRUE,TRUE,FALSE,FALSE
616,AVONMOUTH BRISTOL,England,UK,6/2/2005,92.08815564,51.5,-2.696,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Bristol,TRUE,TRUE,FALSE,FALSE
617,KINGSTON MILTON KEYNES,England,UK,11/7/2005,50.82306246,52.037,-0.689,11019,1,-1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Milton Keynes,TRUE,TRUE,FALSE,FALSE
618,SHEFFIELD,England,UK,6/29/2006,54.24227077,53.384,-1.422,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Sheffield,TRUE,TRUE,FALSE,FALSE
619,CHESTER,England,UK,12/2/2006,72.03025911,53.188,-2.894,11019,1,-1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Chester,TRUE,TRUE,FALSE,FALSE
620,CARDIFF,Wales,UK,7/31/2008,106.0962353,51.481,-3.181,11050,1,-1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,Cardiff,TRUE,TRUE,FALSE,FALSE
621,FORT MYERS,FL,US,4/12/2007,311.9691663,26.489,-81.786,10290,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.289,Estero,TRUE,TRUE,FALSE,FALSE
622,SALT LAKE CITY,UT,US,8/3/2007,34.65826422,40.69,-111.954,10885,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.269,West Valley,TRUE,TRUE,FALSE,FALSE
623,ROYAL PALM BEACH,FL,US,4/13/2007,357.7034237,26.681,-80.22,10290,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.279,Royal Palm Beach,TRUE,TRUE,FALSE,FALSE
624,GIG HARBOR,WA,US,11/2/2007,288.6703834,47.359,-122.601,10935,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.659,Gig Harbor,TRUE,TRUE,FALSE,FALSE
625,STRONGSVILLE,OH,US,11/18/2009,249.5668759,41.313,-81.817,10740,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.159,Strongsville,TRUE,TRUE,FALSE,FALSE
626,WOODBRIDGE,VA,US,5/5/2007,210.7829645,38.645,-77.3,10910,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.199,Potomac Mills,TRUE,TRUE,FALSE,FALSE
627,FONTANA,CA,US,11/17/2006,65.77513167,34.139,-117.444,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.099,Fontana,TRUE,TRUE,FALSE,FALSE
628,GRAFTON,WI,US,8/30/2007,99.62810109,43.311,-87.925,10964,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.299,Grafton,TRUE,TRUE,FALSE,FALSE
629,THORNTON,CO,US,2/21/2007,375.5893406,39.993,-104.978,10254,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.179,Thornton,TRUE,TRUE,FALSE,FALSE
630,NASHVILLE,TN,US,11/14/2006,316.4859593,36.139,-86.884,10837,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.129,W Nashville,TRUE,TRUE,FALSE,FALSE
631,ATLANTA,GA,US,11/15/2006,342.6557005,33.881,-84.472,10332,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.199,Cumberland Mall,TRUE,TRUE,FALSE,FALSE
632,COLUMBUS,OH,US,11/29/2006,103.9399795,40.148,-82.978,10740,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.299,Columbus,TRUE,TRUE,FALSE,FALSE
633,HELENA,MT,US,11/28/2006,95.80579529,46.617,-112.006,10611,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.469,Helena,TRUE,TRUE,FALSE,FALSE
634,LOUISVILLE,KY,US,10/26/2006,287.7330714,38.315,-85.574,10451,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.189,NE Louisville,TRUE,TRUE,FALSE,FALSE
635,WILMINGTON,NC,US,7/28/2006,241.0784236,34.247,-77.873,10710,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.229,Wilmington,TRUE,TRUE,FALSE,FALSE
636,DUNCANVILLE,TX,US,8/9/2006,293.0013922,32.621,-96.911,10852,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.929,Duncanville,TRUE,TRUE,FALSE,FALSE
637,GYPSUM,CO,US,10/20/2006,287.5364748,39.643,-106.889,10254,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.559,Gypsum,TRUE,TRUE,FALSE,FALSE
638,LA QUINTA,CA,US,11/22/2006,65.51134259,33.707,-116.272,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.099,La Quinta,TRUE,TRUE,FALSE,FALSE
639,SEQUIM,WA,US,9/9/1993,43.02260867,48.079,-123.125,10935,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.569,Sequim,TRUE,TRUE,FALSE,FALSE
640,LIHUE (KAUAI),HI,US,10/17/2006,108.0035027,21.968,-159.382,10354,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3.199,Kauai,TRUE,TRUE,FALSE,FALSE
641,AUSTIN,TX,US,6/1/2006,330.1552549,30.222,-97.839,10852,1,-1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,,S Austin,TRUE,TRUE,FALSE,FALSE
642,MARYSVILLE,WA,US,9/21/2006,11.861215,48.148,-122.189,10935,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.699,Marysville,TRUE,TRUE,FALSE,FALSE
643,BAKERSFIELD,CA,US,4/26/2006,66.04432438,35.296,-119.057,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3.199,SW Bakersfield,TRUE,TRUE,FALSE,FALSE
644,GILBERT,AZ,US,5/4/2006,95.26827783,33.298,-111.748,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.759,SE Gilbert,TRUE,TRUE,FALSE,FALSE
645,RALEIGH,NC,US,10/25/2006,249.6766179,35.818,-78.622,10710,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.059,Raleigh,TRUE,TRUE,FALSE,FALSE
646,SPARKS,NV,US,8/25/2006,100.5810996,39.579,-119.74,10629,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.829,Sparks,TRUE,TRUE,FALSE,FALSE
647,ORLAND PARK,IL,US,11/30/2006,22.80200666,41.601,-87.86,10376,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.409,Orland Park,TRUE,TRUE,FALSE,FALSE
648,MAPLE GROVE,MN,US,10/27/2006,87.9635792,45.092,-93.424,10562,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.139,Maple Grove,TRUE,TRUE,FALSE,FALSE
649,HOMESTEAD,PA,US,3/8/2007,326.3464439,40.404,-79.92,10789,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.459,Homestead,TRUE,TRUE,FALSE,FALSE
650,DENVER,CO,US,6/1/2016,379.2091385,39.709,-105.016,10254,1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Denver Business Center,TRUE,FALSE,FALSE,TRUE
651,ORLANDO,FL,US,8/26/2016,222.7975571,28.403,-81.407,10290,1,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2.249,Orlando Business Center,TRUE,FALSE,FALSE,TRUE
652,MINNEAPOLIS,MN,US,6/27/2018,77.22288336,44.999,-93.216,10562,1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Minneapolis Business Center,TRUE,FALSE,FALSE,TRUE
653,NORTH HOLLYWOOD,CA,US,8/9/2017,12.766759,34.201,-118.38,10175,1,-1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,Burbank Business Center,TRUE,FALSE,FALSE,TRUE
654,SOUTH SAN FRANCISCO,CA,US,8/22/2017,157.3164847,37.662,-122.402,10175,1,-1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,S San Francisco Business Center,TRUE,FALSE,FALSE,TRUE
655,DALLAS,TX,US,9/5/2019,297.5971919,32.871,-96.763,10852,1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Dallas Business Center,TRUE,TRUE,FALSE,TRUE
657,FRESNO,CA,US,11/26/2002,110.5192202,36.842,-119.789,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.979,N Fresno,TRUE,TRUE,FALSE,FALSE
658,TRACY,CA,US,9/17/2002,116.2997468,37.754,-121.476,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.999,Tracy,TRUE,TRUE,FALSE,FALSE
659,ROHNERT PARK,CA,US,9/18/2002,81.98680967,38.352,-122.715,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.379,Rohnert Park,TRUE,TRUE,FALSE,FALSE
660,PUYALLUP,WA,US,11/14/2000,277.0010126,47.156,-122.309,10935,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.699,Puyallup,TRUE,TRUE,FALSE,FALSE
661,MODESTO,CA,US,8/10/1989,96.65545581,37.7,-121.066,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.899,Modesto,TRUE,TRUE,FALSE,FALSE
662,BURLINGTON,WA,US,8/3/2000,33.51872371,48.454,-122.338,10935,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.499,Burlington WA,TRUE,TRUE,FALSE,FALSE
663,CONCORD,CA,US,12/10/1986,149.3873377,37.959,-122.035,10175,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,3.099,Concord,TRUE,TRUE,FALSE,FALSE
664,PLANO,TX,US,9/21/2000,299.1627773,33.045,-96.7,10852,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1.939,E Plano,TRUE,TRUE,FALSE,FALSE
665,PHOENIX,AZ,US,11/1/1978,73.71315676,33.52,-112.094,10144,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.779,Phoenix,TRUE,TRUE,FALSE,FALSE
667,ALBUQUERQUE,NM,US,10/24/2000,6.764002841,35.068,-106.531,10674,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.039,SE Albuquerque,TRUE,TRUE,FALSE,FALSE
668,ARLINGTON,TX,US,4/27/2001,280.4749973,32.685,-97.114,10852,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1.919,Arlington,TRUE,TRUE,FALSE,FALSE
669,SOUTHLAKE,TX,US,4/27/2001,276.7377952,32.943,-97.113,10852,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1.939,Southlake,TRUE,TRUE,FALSE,FALSE
670,SPOKANE,WA,US,12/1/1983,226.972006,47.657,-117.333,10935,1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,2.529,Spokane,TRUE,TRUE,FALSE,FALSE
